PRES_ADJUSTED,PSAL_ADJUSTED,TEMP_ADJUSTED
1.16000,36.35798,27.30800
2.04000,36.35464,27.23600
3.04000,36.34975,27.19300
4.08000,36.34971,27.18300
4.96000,36.35001,27.17600
6.04000,36.34941,27.15900
7.00000,36.34829,27.15300
8.00000,36.34834,27.15000
9.00000,36.34829,27.14500
10.00000,36.34916,27.14100
12.04000,36.34903,27.13600
14.00000,36.34809,27.13500
16.00000,36.34818,27.13300
17.96000,36.34815,27.12800
19.96000,36.34810,27.12400
22.00000,36.34802,27.12100
24.08000,36.34806,27.12100
26.04000,36.34903,27.12000
28.00000,36.34904,27.11900
29.96000,36.34903,27.11800
32.00000,36.34900,27.11700
34.00000,36.34903,27.11700
36.00000,36.34900,27.11600
38.00000,36.34903,27.11600
40.00000,36.34896,27.11500
42.00000,36.34900,27.11600
44.00000,36.34900,27.11600
46.04000,36.34895,27.11600
48.00000,36.35005,27.11800
50.00000,36.34994,27.11600
52.00000,36.35007,27.11800
54.00000,36.34993,27.11600
56.04000,36.35001,27.11800
58.00000,36.35001,27.11800
60.00000,36.35000,27.11800
62.00000,36.35001,27.11800
64.00000,36.35015,27.11800
65.96000,36.35305,27.11400
68.00000,36.35406,27.11200
70.04000,36.35426,27.11000
72.04000,36.35779,27.10400
74.04000,36.37118,27.09200
76.00000,36.44757,26.92000
78.04000,36.49359,26.73000
80.00000,36.50406,26.70800
82.04000,36.52157,26.68200
83.96000,36.53397,26.64400
86.00000,36.54436,26.56400
88.04000,36.55582,26.47200
90.04000,36.56711,26.39800
92.04000,36.58017,26.31600
94.00000,36.59947,26.23400
96.00000,36.62290,26.17400
98.04000,36.64151,26.00800
100.04000,36.66536,25.92000
101.96000,36.68489,25.80800
104.00000,36.69235,25.69800
106.00000,36.70000,25.63800
108.04000,36.70013,25.55400
110.00000,36.70851,25.50400
112.04000,36.71690,25.38200
114.04000,36.71822,25.28000
116.04000,36.72652,25.14400
118.04000,36.73237,25.05400
120.00000,36.74090,24.94400
122.04000,36.75196,24.82000
124.00000,36.73865,24.58200
126.00000,36.72992,24.43400
128.00000,36.73246,24.41600
130.00000,36.73660,24.32800
132.00000,36.73002,24.20400
134.00000,36.72538,24.15600
136.03999,36.71731,24.06800
138.00000,36.70566,23.92600
140.00000,36.72926,23.94200
142.00000,36.73626,23.93700
144.00000,36.75375,23.88300
146.00000,36.75624,23.78100
147.96001,36.75906,23.70300
150.00000,36.74783,23.56700
152.00000,36.73668,23.49700
154.03999,36.72209,23.40100
156.03999,36.73103,23.32700
158.03999,36.76326,23.27700
160.08000,36.77852,23.21500
162.03999,36.77848,23.17700
164.00000,36.77100,23.11300
165.96001,36.77841,23.04300
168.00000,36.77873,22.90300
170.00000,36.75642,22.69700
171.96001,36.74525,22.59700
173.96001,36.72673,22.44300
176.00000,36.68743,22.21300
178.00000,36.67126,22.03100
180.00000,36.65304,21.79300
182.03999,36.65318,21.70100
184.00000,36.64891,21.57900
186.00000,36.63902,21.35100
188.00000,36.63165,21.23100
190.00000,36.62244,21.06300
192.00000,36.62777,20.98300
194.00000,36.62655,20.88800
196.03999,36.62141,20.79500
198.00000,36.62622,20.78900
200.00000,36.65329,20.78700
202.00000,36.67088,20.77900
203.96001,36.69932,20.78500
205.96001,36.70245,20.77100
207.92000,36.70149,20.76000
210.00000,36.70065,20.74900
212.00000,36.69598,20.70700
214.00000,36.69786,20.68500
216.00000,36.69932,20.64100
217.96001,36.69653,20.55800
220.00000,36.69476,20.51900
222.00000,36.69333,20.50100
224.00000,36.69400,20.49400
226.03999,36.69183,20.47000
228.00000,36.68463,20.42600
229.96001,36.67453,20.36100
231.96001,36.67620,20.32500
234.00000,36.67610,20.27000
236.00000,36.66586,20.21800
237.96001,36.66093,20.17600
240.00000,36.64997,20.10000
242.00000,36.64647,20.05700
244.00000,36.63948,19.97100
246.00000,36.62529,19.88600
248.00000,36.62138,19.78100
250.00000,36.60788,19.72100
252.00000,36.60413,19.70400
254.00000,36.59860,19.67500
255.96001,36.60267,19.66500
258.00000,36.59895,19.62100
260.04001,36.59347,19.59700
262.00000,36.59039,19.58600
264.04001,36.59009,19.57800
266.07999,36.58562,19.55000
268.00000,36.58580,19.53600
270.04001,36.58724,19.51700
272.04001,36.58070,19.48400
274.04001,36.57856,19.46800
276.04001,36.57746,19.45400
278.04001,36.57724,19.44300
280.04001,36.57704,19.43700
282.00000,36.57762,19.43700
284.00000,36.57860,19.42200
286.00000,36.57754,19.40700
288.00000,36.57694,19.39500
290.04001,36.57668,19.37200
292.00000,36.57637,19.35600
294.00000,36.57625,19.34700
295.95999,36.57521,19.34100
297.95999,36.57518,19.33600
300.00000,36.57521,19.33200
302.04001,36.57534,19.32700
304.00000,36.57523,19.31900
306.04001,36.57470,19.31400
308.04001,36.57468,19.29700
310.00000,36.57478,19.28100
311.95999,36.57350,19.26200
313.95999,36.57326,19.25000
316.04001,36.57399,19.24400
318.00000,36.57397,19.24400
319.95999,36.57486,19.24500
321.95999,36.57631,19.24900
324.00000,36.57879,19.24200
326.00000,36.57677,19.22200
327.95999,36.57483,19.20400
329.95999,36.57276,19.18400
331.95999,36.57182,19.16600
333.95999,36.57174,19.14500
336.00000,36.57854,19.15400
338.00000,36.58220,19.14300
340.00000,36.57262,19.08600
342.00000,36.57830,19.07600
344.00000,36.58208,19.06900
346.07999,36.57619,19.03800
348.04001,36.57763,19.03500
350.04001,36.58057,19.02100
352.04001,36.57673,18.98200
354.04001,36.57301,18.94000
356.04001,36.56980,18.91600
358.00000,36.56918,18.89800
360.00000,36.56939,18.89400
362.00000,36.56931,18.88600
363.95999,36.56841,18.85500
365.95999,36.56713,18.82000
368.00000,36.56768,18.81800
370.00000,36.56638,18.80100
372.00000,36.56646,18.79200
374.00000,36.56769,18.78200
375.95999,36.56877,18.76600
377.92001,36.56764,18.74800
379.95999,36.56693,18.73300
382.04001,36.56445,18.70900
384.00000,36.56359,18.69900
386.00000,36.56284,18.68500
388.00000,36.56134,18.66400
389.95999,36.56073,18.65700
392.00000,36.55976,18.63900
394.00000,36.55942,18.62200
396.04001,36.55769,18.58600
