PRES_ADJUSTED,PSAL_ADJUSTED,TEMP_ADJUSTED
3.02000,37.37595,27.54200
4.12000,37.39696,27.54600
6.12000,37.40796,27.54800
8.12000,37.41397,27.54900
10.12000,37.41796,27.55200
12.12000,37.42096,27.55400
14.12000,37.42196,27.55400
16.12000,37.42196,27.55100
18.12000,37.42195,27.54800
20.22000,37.42296,27.54700
22.12000,37.42296,27.54500
24.12000,37.42298,27.54200
26.12000,37.42297,27.54000
28.22000,37.42395,27.53800
30.22000,37.42497,27.53700
32.12000,37.45596,27.54300
34.12000,37.53196,27.52900
36.12000,37.52996,27.43100
38.12000,37.54296,27.34600
40.12000,37.55796,27.32300
42.12000,37.56997,27.23400
44.12000,37.57597,27.13800
46.12000,37.59097,27.10500
48.12000,37.60098,27.09400
50.52000,37.60196,26.86100
51.92000,37.57396,26.45800
54.02000,37.55496,26.17200
56.12000,37.55697,26.09900
58.12000,37.54596,25.88200
60.12000,37.53496,25.66500
62.12000,37.51896,25.32200
64.12000,37.49896,25.01200
66.12000,37.47894,24.82600
68.12000,37.46296,24.60700
70.12000,37.45296,24.51700
72.12000,37.43696,24.37000
74.12000,37.42296,24.26400
76.12000,37.40796,24.12300
78.12000,37.39095,23.86200
80.12000,37.38496,23.57700
82.22000,37.38296,23.46500
84.12000,37.37994,23.37200
86.12000,37.38096,23.33200
88.12000,37.38097,23.30700
90.12000,37.37695,23.02400
92.12000,37.37296,22.85900
94.12000,37.37095,22.76900
96.12000,37.37197,22.69600
98.12000,37.37296,22.63600
100.12000,37.37296,22.59100
102.12000,37.37196,22.56800
104.12000,37.36895,22.54500
106.12000,37.35696,22.38700
108.12000,37.35295,22.33600
110.12000,37.35295,22.27500
112.12000,37.34895,22.22200
114.12000,37.34495,22.20100
116.12000,37.33698,22.16500
118.12000,37.33796,22.14000
120.12000,37.33096,22.07300
122.12000,37.32196,22.02300
124.12000,37.31895,21.99400
126.12000,37.31196,21.93100
128.12000,37.30296,21.88100
130.12000,37.29395,21.83200
132.12000,37.27396,21.72000
134.12000,37.25596,21.62700
136.12000,37.24996,21.60200
138.12000,37.24697,21.58700
140.12000,37.23896,21.54500
142.12000,37.22095,21.42900
144.12000,37.21796,21.38500
146.12000,37.21795,21.36700
148.12000,37.21295,21.31900
150.12000,37.18396,21.16500
152.12000,37.17396,21.11000
154.12000,37.17997,21.11700
156.12000,37.18596,21.12700
158.12000,37.20195,21.15400
160.12000,37.18495,21.08700
162.12000,37.15295,20.97400
164.12000,37.13296,20.87400
166.12000,37.12195,20.83500
168.12000,37.10297,20.73500
170.12000,37.08595,20.66100
172.12000,37.06596,20.55200
174.12000,37.04994,20.45200
176.12000,37.03797,20.37500
178.12000,37.02996,20.34100
180.12000,37.00695,20.26500
182.12000,36.96896,20.08600
184.12000,36.95094,20.00900
186.12000,36.93697,19.95500
188.12000,36.91694,19.84000
190.12000,36.89096,19.67000
192.12000,36.88396,19.63400
194.12000,36.87795,19.61000
196.12000,36.86195,19.52500
198.12000,36.83696,19.37300
200.12000,36.82396,19.31000
202.12000,36.80396,19.20700
204.12000,36.78896,19.12300
206.12000,36.77996,19.07900
208.12000,36.77197,19.04100
210.12000,36.74997,18.92000
212.12000,36.72995,18.81200
214.12000,36.71396,18.72100
216.12000,36.70293,18.67800
218.12000,36.68095,18.55700
220.12000,36.65796,18.42600
222.12000,36.64194,18.33200
224.12000,36.63696,18.31000
226.12000,36.63495,18.30200
228.12000,36.62496,18.25800
230.12000,36.60694,18.17300
232.12000,36.59394,18.12000
234.12000,36.58297,18.07700
236.12000,36.56995,18.00500
238.12000,36.55795,17.94700
240.12000,36.54794,17.90000
242.12000,36.52895,17.78000
244.12000,36.52096,17.74000
246.12000,36.51696,17.72000
248.12000,36.51395,17.71500
250.12000,36.50595,17.67500
252.12000,36.49696,17.62100
254.12000,36.49494,17.61100
256.12000,36.49395,17.60300
258.12000,36.49096,17.59500
260.12000,36.48695,17.57000
262.12000,36.47997,17.52900
264.12000,36.47696,17.51100
266.12000,36.47596,17.50800
268.12000,36.47495,17.50600
270.12000,36.47195,17.48600
272.12000,36.46695,17.46000
274.12000,36.46196,17.43000
276.12000,36.45995,17.42000
278.12000,36.45795,17.41000
280.12000,36.45496,17.40000
282.12000,36.44995,17.37000
284.12000,36.44495,17.34000
286.12000,36.43996,17.30700
288.12000,36.43796,17.29700
290.12000,36.43595,17.29000
292.12000,36.43094,17.26300
294.12000,36.42395,17.22400
296.12000,36.41795,17.18600
298.12000,36.41295,17.15300
300.12000,36.40694,17.12600
302.12000,36.40195,17.09500
304.12000,36.39696,17.07000
306.12000,36.39196,17.04200
308.12000,36.38894,17.02700
310.12000,36.38395,16.99900
312.12000,36.38195,16.98900
314.12000,36.37795,16.96400
316.12000,36.37396,16.94400
318.12000,36.37095,16.92800
320.12000,36.36596,16.89800
322.12000,36.36095,16.86800
324.12000,36.35695,16.85300
326.12000,36.35096,16.81500
328.12000,36.34295,16.77000
330.12000,36.33696,16.74000
332.12000,36.32895,16.69300
334.12000,36.31796,16.62700
336.12000,36.31395,16.61000
338.12000,36.30997,16.58900
340.12000,36.30694,16.57200
342.12000,36.30495,16.56000
344.12000,36.29996,16.53900
346.12000,36.29195,16.49300
348.12000,36.28796,16.47100
350.12000,36.27995,16.42800
352.12000,36.27294,16.38200
354.12000,36.26296,16.31900
356.12000,36.25695,16.28400
358.12000,36.25294,16.26400
360.12000,36.25194,16.26000
362.12000,36.24396,16.21700
364.12000,36.23096,16.13300
366.12000,36.22496,16.09100
368.12000,36.22195,16.06900
370.12000,36.21795,16.04700
372.12000,36.21295,16.02200
374.12000,36.20795,15.98600
376.12000,36.20195,15.95000
378.12000,36.19696,15.91600
380.12000,36.19294,15.89000
382.12000,36.19095,15.88000
384.12000,36.18594,15.85600
386.12000,36.17694,15.80800
388.12000,36.16494,15.73300
390.12000,36.14994,15.62800
392.12000,36.14094,15.57500
394.12000,36.13395,15.53500
396.12000,36.12696,15.48800
398.12000,36.12094,15.44600
400.12000,36.11795,15.42200
402.12000,36.11595,15.41000
404.12000,36.11395,15.40000
406.12000,36.11095,15.37600
408.12000,36.10896,15.36600
410.12000,36.10796,15.36100
412.12000,36.10696,15.35600
414.12000,36.10494,15.34900
416.12000,36.10096,15.32100
418.12000,36.09094,15.25400
420.12000,36.08495,15.22100
422.12000,36.08195,15.20200
424.12000,36.08096,15.19600
426.12000,36.07997,15.19000
428.12000,36.07796,15.18100
430.12000,36.07494,15.16500
432.12000,36.07095,15.13900
434.12000,36.06696,15.11400
436.12000,36.06195,15.09000
438.12000,36.05495,15.04000
440.12000,36.05195,15.01900
442.12000,36.04896,15.00600
444.12000,36.04395,14.96900
446.12000,36.03894,14.93600
448.12000,36.03395,14.91000
450.12000,36.02695,14.86100
452.12000,36.02195,14.83300
454.12000,36.01795,14.81100
456.12000,36.00395,14.72000
458.12000,35.99296,14.64400
460.12000,35.98695,14.61200
462.12000,35.97295,14.52100
464.12000,35.95996,14.43500
466.12000,35.94995,14.36100
468.12000,35.94196,14.31500
470.12000,35.93496,14.27000
472.12000,35.92395,14.19400
474.12000,35.91394,14.11800
476.12000,35.90595,14.06400
478.12000,35.89994,14.02800
480.12000,35.89296,13.97800
482.12000,35.88795,13.94700
484.12000,35.88595,13.93700
486.12000,35.87996,13.90900
488.12000,35.86895,13.84400
490.12000,35.85496,13.75100
492.12000,35.84495,13.68300
494.12000,35.83595,13.62200
496.12000,35.82595,13.55500
498.12000,35.81595,13.48400
500.12000,35.80995,13.44200
502.12000,35.80195,13.38900
504.12000,35.79596,13.33700
506.12000,35.78897,13.29300
508.12000,35.78395,13.25700
510.12000,35.78194,13.24000
512.12000,35.77995,13.22700
514.12000,35.77794,13.21400
516.12000,35.77395,13.18800
518.12000,35.76995,13.16400
520.12000,35.76596,13.13600
522.12000,35.76295,13.12100
524.12000,35.75995,13.09800
526.12000,35.75395,13.06000
528.12000,35.74895,13.02100
530.12000,35.74295,12.98100
532.12000,35.73396,12.91300
534.12000,35.72995,12.88500
536.12000,35.72395,12.84700
538.12000,35.72094,12.83000
540.12000,35.71695,12.80600
542.12000,35.70996,12.75600
544.12000,35.70495,12.72800
546.12000,35.69894,12.68300
548.12000,35.69495,12.65300
550.12000,35.68595,12.58300
552.12000,35.67895,12.52500
554.12000,35.67796,12.51200
556.12000,35.67694,12.51200
558.12000,35.67494,12.49800
560.12000,35.66995,12.46700
562.12000,35.66696,12.44500
564.12000,35.66296,12.42100
566.12000,35.65895,12.39400
568.12000,35.65295,12.34900
570.12000,35.64694,12.31100
572.12000,35.64195,12.26300
574.12000,35.63896,12.22800
576.12000,35.63696,12.21400
578.12000,35.63495,12.20100
580.12000,35.63395,12.18800
582.12000,35.63095,12.16800
584.12000,35.62595,12.13600
586.12000,35.62094,12.09000
588.12000,35.61495,12.05200
590.12000,35.60995,12.01700
592.12000,35.60595,11.98900
594.12000,35.60396,11.97800
596.12000,35.60295,11.97400
598.12000,35.59995,11.95500
600.12000,35.59594,11.92800
