PRES_ADJUSTED,PSAL_ADJUSTED,TEMP_ADJUSTED
1.08000,36.27301,29.13200
1.96000,36.27303,29.13200
2.96000,36.27316,29.13200
4.00000,36.27183,29.12800
5.00000,36.27204,29.13200
6.00000,36.27220,29.13200
7.04000,36.27200,29.12800
8.04000,36.27198,29.12800
9.04000,36.27197,29.12800
10.04000,36.27189,29.12800
12.04000,36.27309,29.13200
14.08000,36.27287,29.12800
15.96000,36.27374,29.13200
18.00000,36.27412,29.14000
20.00000,36.27317,29.13600
22.00000,36.27409,29.13200
24.04000,36.27630,29.13200
25.96000,36.29406,29.07600
28.00000,36.31157,28.98800
30.04000,36.31487,28.91200
32.00000,36.31382,28.88800
34.00000,36.31450,28.86800
36.00000,36.31794,28.80800
38.00000,36.30731,28.52800
40.00000,36.26173,28.13600
42.04000,36.26440,28.07100
44.00000,36.29946,28.02100
45.96000,36.30540,27.89700
47.96000,36.33585,27.75700
50.04000,36.34111,27.60900
52.04000,36.34667,27.58100
54.04000,36.35071,27.53700
56.04000,36.35917,27.43700
58.04000,36.37047,27.32500
60.00000,36.37977,27.20500
62.00000,36.39335,27.10500
64.04000,36.42513,26.99300
66.00000,36.44486,26.82900
67.96000,36.44704,26.69500
70.00000,36.45966,26.58700
72.04000,36.47052,26.46100
74.04000,36.48879,26.31500
76.00000,36.51857,26.19500
78.00000,36.53389,26.03900
80.04000,36.56533,25.96900
82.00000,36.58553,25.88300
84.00000,36.60104,25.76100
85.96000,36.61606,25.66100
88.00000,36.62803,25.47100
90.00000,36.59776,25.22900
92.00000,36.60966,25.04100
94.04000,36.58560,24.74900
96.00000,36.52686,24.36100
97.96000,36.65867,24.22900
99.96000,36.77916,24.07700
102.00000,36.80775,23.99700
103.96000,36.87302,23.92900
105.96000,36.91298,23.86900
108.00000,36.92412,23.81300
110.00000,36.92928,23.68100
112.04000,36.91619,23.50900
114.04000,36.91371,23.43300
116.00000,36.91643,23.37300
117.96000,36.88689,23.19300
119.96000,36.82281,22.93300
121.96000,36.76172,22.63300
123.96000,36.76307,22.41700
125.96000,36.84892,22.48100
128.03999,36.86983,22.37300
130.00000,36.87591,22.25300
131.96001,36.87736,22.08100
133.96001,36.87921,21.97700
136.00000,36.87303,21.82100
138.00000,36.84012,21.55700
139.96001,36.82403,21.44500
141.96001,36.79870,21.27100
143.96001,36.77071,21.10600
146.03999,36.74608,20.93800
148.03999,36.72057,20.74300
150.03999,36.67985,20.44900
152.00000,36.66478,20.33500
154.00000,36.65413,20.22100
156.00000,36.64069,20.09500
158.00000,36.62839,19.98400
160.00000,36.61046,19.82800
162.03999,36.59254,19.69300
164.00000,36.57528,19.58800
166.00000,36.55624,19.43500
168.00000,36.54018,19.28500
170.00000,36.52964,19.16200
172.03999,36.53104,19.05100
174.03999,36.52996,18.95500
176.00000,36.52253,18.84100
178.00000,36.48655,18.62500
179.96001,36.46452,18.52300
182.00000,36.45731,18.46600
184.00000,36.44293,18.36100
186.00000,36.42396,18.24400
188.03999,36.40355,18.09700
190.03999,36.40554,18.01600
191.96001,36.42282,18.03200
193.96001,36.43326,18.01400
195.96001,36.42538,17.91400
197.96001,36.40262,17.75600
200.00000,36.39406,17.72200
202.03999,36.39408,17.70200
204.03999,36.37422,17.57400
206.00000,36.35181,17.47200
208.00000,36.35995,17.46600
209.96001,36.35257,17.41600
212.00000,36.34290,17.35600
213.96001,36.33091,17.26400
215.96001,36.32242,17.19600
218.00000,36.31731,17.16400
220.00000,36.31525,17.13600
222.03999,36.30529,17.05400
