AL172011, 20110927, 1800,  , TS, 15.7N,  35.8W,  35, 1006,   75,   45,    0,   45,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20110927, 16, 324, aoml/4901213/profiles/D4901213_037.nc
AL172011, 20111001, 0000,  , TS, 23.8N,  46.3W,  50, 1003,   75,   30,   30,   60,   25,    0,    0,   25,    0,    0,    0,    0, -999, 20111001, 24, 314, aoml/4900830/profiles/D4900830_159.nc
AL172011, 20111004, 0600,  , HU, 23.7N,  57.7W,  65,  992,   90,   75,   45,   60,   30,   30,    0,   20,   20,   15,    0,   10, -999, 20111004, 24, 302, coriolis/6900776/profiles/D6900776_023.nc
AL192011, 20111111, 0600,  , TS, 32.2N,  67.2W,  50,  987,  150,  120,  100,   60,   30,   30,    0,    0,    0,    0,    0,    0, -999, 20111111, 32, 293, aoml/5903594/profiles/D5903594_008.nc
AL112012, 20120901, 1200,  , TS, 36.5N,  47.3W,  60,  992,   70,   60,   40,   40,   30,   30,   20,   20,    0,    0,    0,    0, -999, 20120901, 36, 313, aoml/4901290/profiles/D4901290_040.nc
AL132012, 20120911, 1800,  , LO, 40.2N,  46.6W,  40, 1000,   70,   70,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20120911, 40, 313, aoml/4901217/profiles/D4901217_065.nc
AL142012, 20121001, 0600,  , HU, 36.4N,  39.4W,  65,  988,  110,   90,   80,   90,   50,   40,   40,   50,   30,    0,    0,    0, -999, 20121001, 36, 321, coriolis/6900214/profiles/D6900214_201.nc
AL142012, 20121001, 1200,  , TS, 35.9N,  39.4W,  60,  991,  110,   90,   90,   90,   50,   50,   40,   50,    0,    0,    0,    0, -999, 20121001, 36, 321, coriolis/6900214/profiles/D6900214_201.nc
AL142012, 20121002, 0000,  , TS, 34.8N,  39.1W,  55,  995,  100,   90,   90,  100,   40,   40,   40,   40,    0,    0,    0,    0, -999, 20121002, 35, 321, aoml/4901297/profiles/D4901297_021.nc
AL152012, 20121005, 1200,  , TS, 23.5N,  37.8W,  45,  994,  180,  140,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20121005, 24, 322, aoml/5904007/profiles/D5904007_018.nc
AL152012, 20121005, 1200,  , TS, 23.5N,  37.8W,  45,  994,  180,  140,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20121005, 24, 322, aoml/5904011/profiles/D5904011_018.nc
AL152012, 20121005, 1200,  , TS, 23.5N,  37.8W,  45,  994,  180,  140,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20121005, 24, 322, aoml/5904012/profiles/D5904012_018.nc
AL052013, 20130819, 0000,  , LO, 20.3N,  40.4W,  25, 1009,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20130819, 20, 320, coriolis/6901473/profiles/D6901473_130.nc
AL052013, 20130819, 0000,  , LO, 20.3N,  40.4W,  25, 1009,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20130819, 20, 320, coriolis/6901473/profiles/D6901473_131.nc
AL052013, 20130819, 0000,  , LO, 20.3N,  40.4W,  25, 1009,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20130819, 20, 320, coriolis/6901473/profiles/D6901473_132.nc
AL092013, 20130908, 1200,  , LO, 13.0N,  19.3W,  25, 1009,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20130908, 13, 341, coriolis/6900919/profiles/D6900919_055.nc
AL012014, 20140709, 0000,  , EX, 60.3N,  56.7W,  30,  997,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20140709, 60, 303, coriolis/6900973/profiles/D6900973_076.nc
AL032014, 20140806, 0600,  , TS, 38.1N,  66.9W,  45, 1007,  100,  120,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20140806, 38, 293, aoml/5903889/profiles/D5903889_090.nc
AL072014, 20141011, 1200,  , TS, 27.2N,  65.3W,  60,  990,  120,   80,   80,  120,   50,   50,   20,   50,    0,    0,    0,    0, -999, 20141011, 27, 295, aoml/4901206/profiles/D4901206_154.nc
AL032015, 20150712, 1200,  , LO, 35.2N,  73.6W,  25, 1010,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20150712, 35, 286, aoml/4901591/profiles/D4901591_068.nc
AL102015, 20150918, 0600,  , TD, 12.9N,  35.7W,  25, 1007,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20150918, 13, 324, aoml/1901687/profiles/D1901687_077.nc
AL102015, 20150918, 1200,  , TD, 13.2N,  36.4W,  25, 1007,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20150918, 13, 324, aoml/1901687/profiles/D1901687_077.nc
AL112015, 20150929, 0000,  , TS, 26.9N,  70.1W,  35, 1002,    0,   60,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20150929, 27, 290, aoml/4901451/profiles/D4901451_099.nc
AL112015, 20151006, 1200,  , HU, 37.9N,  60.4W,  70,  974,  160,  190,  190,  150,   90,  100,   80,   70,   40,   40,   25,   30, -999, 20151006, 38, 300, aoml/4901707/profiles/D4901707_075.nc
AL122015, 20151113, 0000,  , EX, 41.5N,  49.2W,  50,  985,  540,  520,  200,  220,  120,  120,   60,    0,    0,    0,    0,    0, -999, 20151113, 42, 311, coriolis/6901508/profiles/D6901508_056.nc
AL012016, 20160107, 0600,  , EX, 27.6N,  74.7W,  45, 1003,  200,   90,  120,  170,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20160107, 28, 285, aoml/4901453/profiles/D4901453_109.nc
AL072016, 20160822, 0000,  , LO, 11.0N,  23.0W,  25, 1009,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20160822, 11, 337, bodc/6901175/profiles/D6901175_147.nc
AL072016, 20160830, 0000,  , HU, 31.4N,  54.9W,  85,  970,  120,  120,   80,   80,   60,   60,   40,   40,   30,   30,   20,   25, -999, 20160830, 31, 305, aoml/5904000/profiles/D5904000_180.nc
AL082016, 20160827, 1800,  , LO, 31.0N,  66.9W,  25, 1011,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20160827, 31, 293, aoml/4902114/profiles/D4902114_015.nc
AL122016, 20160912, 1800,  , LO, 13.1N,  19.0W,  20, 1010,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20160912, 13, 341, coriolis/6900890/profiles/D6900890_224.nc
AL152016, 20161010, 0600,  , TS, 24.8N,  65.2W,  50,  992,  110,  100,   60,   60,   40,   40,    0,    0,    0,    0,    0,    0, -999, 20161010, 25, 295, bodc/6901182/profiles/D6901182_071.nc
AL152016, 20161010, 1200,  , TS, 25.4N,  65.2W,  50,  992,  110,  100,   60,   60,   40,   40,    0,    0,    0,    0,    0,    0, -999, 20161010, 25, 295, bodc/6901182/profiles/D6901182_071.nc
AL152016, 20161012, 0000,  , HU, 27.4N,  66.6W,  75,  976,  100,   90,   70,   90,   40,   30,   30,   30,   25,    0,    0,    0, -999, 20161012, 27, 293, aoml/4901452/profiles/D4901452_137.nc
AL152016, 20161013, 1200,  , HU, 31.6N,  65.3W, 110,  956,  150,  180,   90,  150,   90,   90,   60,   90,   70,   60,   50,   70, -999, 20161013, 32, 295, aoml/4902115/profiles/D4902115_024.nc
AL152016, 20161013, 1500, R, HU, 32.3N,  64.7W, 105,  959,  150,  180,   90,  150,  100,  120,   60,   90,   70,   90,   50,   70, -999, 20161013, 32, 295, aoml/4902115/profiles/D4902115_024.nc
AL152016, 20161015, 0600,  , HU, 38.0N,  52.6W,  75,  965,  240,  270,  240,  270,   90,  120,  150,  150,   30,   60,   50,   70, -999, 20161015, 38, 307, aoml/4901707/profiles/D4901707_150.nc
AL152016, 20161015, 1200,  , HU, 38.7N,  51.1W,  75,  960,  360,  330,  240,  360,  150,  150,  150,  150,    0,   80,   80,   80, -999, 20161015, 39, 309, aoml/4901631/profiles/D4901631_093.nc
AL132017, 20170907, 0000,  , HU, 21.7N,  94.9W,  70,  989,   50,   40,   40,   20,   20,   20,   20,   10,   10,   10,   10,    0, -999, 20170907, 22, 265, aoml/4902917/profiles/D4902917_019.nc
AL132017, 20170907, 0600,  , HU, 21.6N,  94.6W,  70,  985,   50,   40,   40,   20,   20,   20,   20,   10,   10,   10,   10,    0, -999, 20170907, 22, 265, aoml/4902917/profiles/D4902917_019.nc
AL132017, 20170907, 1200,  , HU, 21.6N,  94.6W,  70,  982,   50,   40,   40,   20,   20,   20,   20,   10,   10,   10,   10,    0, -999, 20170907, 22, 265, aoml/4902917/profiles/D4902917_019.nc
AL132017, 20170907, 1800,  , HU, 21.6N,  94.6W,  70,  982,   50,   40,   40,   30,   20,   20,   20,   10,   10,   10,   10,    0, -999, 20170907, 22, 265, aoml/4902917/profiles/D4902917_019.nc
AL132017, 20170908, 0000,  , HU, 21.5N,  95.0W,  75,  982,   50,   50,   50,   40,   20,   20,   20,   20,   10,   10,   10,    0, -999, 20170908, 22, 265, aoml/4901476/profiles/D4901476_162.nc
AL142017, 20170919, 1800,  , TS, 16.8N,  44.4W,  35, 1007,   40,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20170919, 17, 316, aoml/4901583/profiles/D4901583_149.nc
AL152017, 20170927, 0000,  , HU, 34.4N,  73.0W,  65,  975,  200,  200,  160,  160,  120,  120,   80,  100,   90,   90,    0,   90, -999, 20170927, 34, 287, aoml/4902120/profiles/D4902120_048.nc
AL152017, 20170929, 0600,  , TS, 37.0N,  64.6W,  50,  987,  100,  210,  220,  180,    0,   90,  100,    0,    0,    0,    0,    0, -999, 20170929, 37, 295, aoml/4902114/profiles/D4902114_055.nc
AL152017, 20170929, 1800,  , TS, 37.4N,  59.0W,  50,  988,  100,  220,  220,  180,    0,  100,  100,    0,    0,    0,    0,    0, -999, 20170929, 37, 301, meds/4901763/profiles/D4901763_126.nc
AL012018, 20180525, 1800,  , SD, 18.7N,  86.5W,  30, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20180525, 19, 274, aoml/4901716/profiles/D4901716_116.nc
AL022018, 20180712, 1800,  , DB, 30.8N,  71.6W,  25, 1013,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20180712, 31, 288, aoml/4902111/profiles/D4902111_090.nc
AL022018, 20180717, 0000,  , LO, 43.0N,  57.1W,  30, 1012,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20180717, 43, 303, coriolis/3901639/profiles/D3901639_024.nc
AL032018, 20180713, 1800,  , EX, 52.0N,  39.0W,  40, 1000,    0,  240,  300,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20180713, 52, 321, coriolis/3901629/profiles/D3901629_040.nc
AL052018, 20180817, 0000,  , TS, 43.5N,  40.2W,  40, 1007,   90,  140,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20180817, 44, 320, aoml/5903106/profiles/D5903106_198.nc
AL082018, 20180912, 1200,  , HU, 19.8N,  36.3W,  80,  976,  130,  110,   90,  120,   70,   60,   60,   70,   40,   30,   30,   40, -999, 20180912, 20, 324, bodc/3901952/profiles/D3901952_035.nc
AL102018, 20180920, 1800,  , LO, 29.6N,  33.2W,  20, 1014,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20180920, 30, 327, bodc/6901124/profiles/D6901124_255.nc
AL122018, 20180922, 1200,  , TS,  8.1N,  22.9W,  35, 1005,   20,    0,    0,   20,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20180922, 8, 337, aoml/1901728/profiles/D1901728_152.nc
AL122018, 20180923, 0600,  , TS,  9.1N,  27.3W,  35, 1005,   40,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20180923, 9, 333, bodc/6901175/profiles/D6901175_301.nc
AL122018, 20180926, 0600,  , TS, 11.8N,  52.0W,  50, 1004,  100,   90,    0,   40,   30,    0,    0,    0,    0,    0,    0,    0, -999, 20180926, 12, 308, coriolis/6901553/profiles/D6901553_168.nc
AL132018, 20180923, 1800,  , SS, 33.5N,  47.0W,  35, 1002,    0,    0,    0,  200,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20180923, 34, 313, coriolis/3901658/profiles/D3901658_025.nc
AL132018, 20180927, 1800,  , EX, 37.0N,  43.4W,  60,  978,  300,  240,  240,  450,  140,  150,  100,  150,    0,    0,    0,    0, -999, 20180927, 37, 317, aoml/5903108/profiles/D5903108_232.nc
AL162018, 20181030, 1800,  , HU, 30.3N,  57.3W,  75,  977,  110,  100,   90,   90,   40,   50,   60,   30,   20,   15,   10,   15, -999, 20181030, 30, 303, aoml/4902354/profiles/D4902354_093.nc
AL072019, 20190904, 0600,  , TS, 23.4N,  96.8W,  45, 1000,    0,    0,   60,   90,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20190904, 23, 263, coriolis/6902853/profiles/D6902853_078.nc
AL082019, 20190908, 1800,  , TS, 34.5N,  49.3W,  55,  995,   80,   60,   50,   60,   20,    0,    0,   20,    0,    0,    0,    0, -999, 20190908, 34, 311, coriolis/3901658/profiles/D3901658_060.nc
AL092019, 20190914, 1800,  , TS, 27.0N,  77.0W,  45, 1003,   90,  110,    0,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20190914, 27, 283, aoml/4902110/profiles/D4902110_133.nc
AL092019, 20190920, 0000,  , EX, 39.1N,  58.5W,  70,  967,  310,  240,  180,  310,  130,  120,  120,  120,   60,   70,   70,   60, -999, 20190920, 39, 302, aoml/4903047/profiles/D4903047_032.nc
AL132019, 20190924, 1800,  , TS, 12.6N,  30.2W,  55,  997,  150,  140,    0,  150,   50,    0,    0,   50,    0,    0,    0,    0, -999, 20190924, 13, 330, coriolis/6901272/profiles/D6901272_019.nc
AL142019, 20191011, 1200,  , SS, 38.6N,  69.4W,  50,  995,  300,    0,  180,  240,    0,    0,    0,  120,    0,    0,    0,    0, -999, 20191011, 39, 291, coriolis/3901641/profiles/D3901641_069.nc
AL162019, 20191018, 1800,  , TS, 26.4N,  89.4W,  50, 1000,   90,  160,    0,    0,    0,   70,    0,    0,    0,    0,    0,    0, -999, 20191018, 26, 271, aoml/4903238/profiles/D4903238_024.nc
AL162019, 20191018, 1800,  , TS, 26.4N,  89.4W,  50, 1000,   90,  160,    0,    0,    0,   70,    0,    0,    0,    0,    0,    0, -999, 20191018, 26, 271, aoml/4903254/profiles/D4903254_005.nc
AL012020, 20200520, 1800,  , EX, 33.7N,  65.3W,  45, 1006,  200,    0,    0,   90,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20200520, 34, 295, aoml/4901702/profiles/D4901702_221.nc
AL032020, 20200607, 0600,  , TS, 26.9N,  90.0W,  45,  992,  180,  180,   90,  140,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20200607, 27, 270, aoml/4903256/profiles/D4903256_053.nc
AL072020, 20200725, 1530, L, TD, 10.5N,  61.0W,  30, 1009,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20200725, 10, 299, coriolis/6902966/profiles/D6902966_165.nc
AL102020, 20200730, 0000,  , LO, 12.7N,  20.1W,  25, 1009,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20200730, 13, 340, aoml/1902207/profiles/D1902207_091.nc
AL102020, 20200730, 0600,  , LO, 12.8N,  20.4W,  25, 1009,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20200730, 13, 340, aoml/1902207/profiles/D1902207_091.nc
AL102020, 20200730, 1200,  , LO, 13.0N,  20.4W,  30, 1008,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20200730, 13, 340, aoml/1902207/profiles/D1902207_091.nc
AL102020, 20200730, 1800,  , LO, 13.1N,  20.2W,  30, 1008,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20200730, 13, 340, aoml/1902207/profiles/D1902207_091.nc
AL112020, 20200812, 1800,  , TD, 12.2N,  44.9W,  30, 1007,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20200812, 12, 315, coriolis/6902714/profiles/D6902714_135.nc
AL112020, 20200814, 0600,  , TS, 15.1N,  52.8W,  35, 1005,   70,    0,    0,   70,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20200814, 15, 307, aoml/4903225/profiles/D4903225_023.nc
AL122020, 20200815, 0600,  , TS, 38.4N,  69.1W,  45, 1003,   70,   70,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20200815, 38, 291, aoml/4903043/profiles/D4903043_065.nc
AL132020, 20200825, 0600,  , TS, 22.8N,  84.8W,  60,  995,  150,  140,   30,   90,   60,   60,    0,   20,    0,    0,    0,    0, -999, 20200825, 23, 275, aoml/4903234/profiles/D4903234_091.nc
AL172020, 20200914, 0000,  , HU, 30.9N,  63.6W,  75,  974,  150,  100,   80,  150,   80,   50,   30,   80,   40,   20,    0,   30, -999, 20200914, 31, 296, meds/4902470/profiles/D4902470_052.nc
AL182020, 20200909, 1800,  , TS, 17.6N,  32.4W,  35, 1003,    0,    0,    0,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20200909, 18, 328, aoml/4903215/profiles/D4903215_058.nc
AL202020, 20200913, 1200,  , TD, 12.2N,  36.2W,  30, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20200913, 12, 324, coriolis/3901635/profiles/D3901635_113.nc
AL222020, 20200917, 1800,  , TD, 21.8N,  94.4W,  30, 1005,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999, 20200917, 22, 266, aoml/4902915/profiles/D4902915_242.nc
AL052021, 20210706, 0600,  , TS, 23.7N,  82.4W,  50, 1005,   60,   50,    0,   50,   30,    0,    0,    0,    0,    0,    0,    0,   20, 20210706, 24, 278, aoml/4903233/profiles/D4903233_152.nc
AL072021, 20210821, 0000,  , HU, 20.7N,  95.8W, 105,  967,  120,  100,   70,  100,   60,   50,   40,   50,   40,   30,   20,   30,   15, 20210821, 21, 264, aoml/4902351/profiles/D4902351_184.nc
AL082021, 20210818, 0600,  , TS, 30.1N,  65.3W,  55,  998,   50,   70,   20,   50,   30,    0,    0,    0,    0,    0,    0,    0,   20, 20210818, 30, 295, aoml/4902343/profiles/D4902343_181.nc
AL082021, 20210819, 0600,  , TS, 29.5N,  69.0W,  60,  995,   70,   70,   40,   70,   40,   40,    0,   20,    0,    0,    0,    0,   25, 20210819, 30, 291, coriolis/3901657/profiles/D3901657_131.nc
AL082021, 20210821, 0600,  , TS, 32.5N,  73.4W,  60,  993,   90,  100,   50,   70,   50,   50,    0,    0,    0,    0,    0,    0,   30, 20210821, 32, 287, meds/4902470/profiles/D4902470_086.nc
AL122021, 20210908, 0000,  , HU, 25.4N,  56.5W,  95,  966,  160,  160,  120,  140,  100,   90,   70,   90,   60,   50,   40,   50,   40, 20210908, 25, 304, aoml/4903244/profiles/D4903244_087.nc
AL182021, 20210927, 1800,  , HU, 15.9N,  52.3W, 105,  958,   90,   90,   60,   70,   40,   30,   30,   40,   25,   20,   20,   20,   10, 20210927, 16, 308, aoml/4903339/profiles/D4903339_021.nc
AL182021, 20211006, 0000,  , EX, 49.9N,  38.9W,  60,  967,  240,  360,  360,  420,    0,  120,  120,    0,    0,    0,    0,    0,   40, 20211006, 50, 321, coriolis/6902754/profiles/D6902754_143.nc
AL012022, 20220605, 1800,  , TS, 31.0N,  72.5W,  60,  985,  160,  180,   60,   80,    0,   90,   30,   40,    0,    0,    0,    0,   60, 20220605, 31, 288, coriolis/3901656/profiles/D3901656_160.nc
AL022022, 20220703, 0600,  , TS, 11.5N,  90.4W,  50,  997,   60,   30,   30,   60,   20,    0,    0,   20,    0,    0,    0,    0,   20, 20220703, 12, 270, aoml/5906480/profiles/D5906480_035.nc
AL022022, 20220710, 1800,  , LO, 19.4N, 135.5W,  25, 1010,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   25, 20220710, 19, 224, aoml/5906470/profiles/D5906470_023.nc
AL052022, 20220903, 0000,  , HU, 38.0N,  43.6W,  65,  986,  100,   80,   80,   90,   40,   30,   30,   30,   15,   15,    0,    0,   15, 20220903, 38, 316, coriolis/3901851/profiles/D3901851_227.nc
AL052022, 20220903, 0600,  , TS, 38.0N,  43.8W,  60,  989,  110,   90,   80,   90,   50,   40,   40,   40,    0,    0,    0,    0,   20, 20220903, 38, 316, coriolis/3901851/profiles/D3901851_227.nc
AL052022, 20220903, 1200,  , TS, 38.0N,  44.2W,  60,  989,  110,   90,   80,   90,   50,   40,   40,   50,    0,    0,    0,    0,   20, 20220903, 38, 316, coriolis/3901851/profiles/D3901851_227.nc
AL062022, 20220909, 0600,  , HU, 31.9N,  63.2W,  80,  963,  170,  180,  150,   90,  100,  110,   70,   50,   60,   70,   30,   35,   40, 20220909, 32, 297, coriolis/3901604/profiles/D3901604_219.nc
AL072022, 20220921, 1800,  , HU, 25.1N,  71.6W, 115,  937,  140,  170,   80,  120,   70,   90,   40,   60,   40,   40,   20,   30,   15, 20220921, 25, 288, aoml/4902113/profiles/D4902113_247.nc
AL072022, 20220922, 1800,  , HU, 29.5N,  70.0W, 115,  936,  180,  240,  130,  150,  110,  110,   80,  100,   60,   60,   45,   50,   20, 20220922, 30, 290, coriolis/3901605/profiles/D3901605_220.nc
AL102022, 20220924, 0000,  , TS, 18.7N,  20.7W,  35, 1003,   40,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   40, 20220924, 19, 339, coriolis/7901001/profiles/D7901001_052.nc
AL102022, 20220924, 0600,  , TS, 19.4N,  20.9W,  35, 1004,   40,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   40, 20220924, 19, 339, coriolis/7901001/profiles/D7901001_052.nc
