AL022023, 20230602, 0000,  , TD, 27.7N,  86.5W,  30, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   40, 20230602, 28, 274, aoml/4903464/profiles/D4903464_047.nc
AL022023, 20230603, 0000,  , TS, 25.9N,  85.7W,  35,  998,    0,    0,    0,   60,    0,    0,    0,    0,    0,    0,    0,    0,   50, 20230603, 26, 274, aoml/4903545/profiles/D4903545_000.nc
AL022023, 20230603, 1200,  , LO, 24.4N,  85.3W,  25, 1000,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   40, 20230603, 24, 275, aoml/4903466/profiles/D4903466_048.nc
AL022023, 20230603, 1800,  , LO, 23.9N,  85.0W,  25, 1001,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   40, 20230603, 24, 275, aoml/4903466/profiles/D4903466_048.nc
AL102023, 20230829, 1800,  , HU, 25.3N,  84.8W,  80,  973,  120,  140,   50,   60,   50,   40,   20,   30,   20,   15,   10,   10,   15, 20230829, 25, 275, aoml/4903278/profiles/D4903278_231.nc
AL102023, 20230829, 1800,  , HU, 25.3N,  84.8W,  80,  973,  120,  140,   50,   60,   50,   40,   20,   30,   20,   15,   10,   10,   15, 20230829, 25, 275, aoml/4903468/profiles/D4903468_065.nc
AL102023, 20230829, 1800,  , HU, 25.3N,  84.8W,  80,  973,  120,  140,   50,   60,   50,   40,   20,   30,   20,   15,   10,   10,   15, 20230829, 25, 275, aoml/4903546/profiles/D4903546_017.nc
AL102023, 20230829, 1800,  , HU, 25.3N,  84.8W,  80,  973,  120,  140,   50,   60,   50,   40,   20,   30,   20,   15,   10,   10,   15, 20230829, 25, 275, aoml/4903552/profiles/D4903552_017.nc
AL102023, 20230829, 1800,  , HU, 25.3N,  84.8W,  80,  973,  120,  140,   50,   60,   50,   40,   20,   30,   20,   15,   10,   10,   15, 20230829, 25, 275, aoml/4903624/profiles/D4903624_071.nc
AL132023, 20230913, 0000,  , HU, 24.9N,  66.6W, 100,  946,  210,  200,  150,  170,  150,  130,   90,  120,  110,  100,   60,   70,   30, 20230913, 25, 293, aoml/1902311/profiles/D1902311_064.nc
AL132023, 20230913, 0600,  , HU, 25.3N,  66.9W, 100,  948,  210,  210,  160,  170,  130,  120,   90,  110,  110,  100,   60,   70,   30, 20230913, 25, 293, aoml/1902311/profiles/D1902311_064.nc
AL152023, 20230923, 1200,  , EX, 55.6N,  22.7W,  55,  964,  330,  480,  120,  150,  120,    0,    0,    0,    0,    0,    0,    0,   40, 20230923, 56, 337, coriolis/3901871/profiles/D3901871_258.nc
AL182023, 20230930, 1200,  , TS, 21.0N,  50.0W,  40, 1002,   70,   60,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   30, 20230930, 21, 310, aoml/1902317/profiles/D1902317_066.nc
AL092024, 20240925, 1200,  , HU, 21.1N,  86.2W,  65,  979,  270,  270,   70,  110,   60,   60,   40,   30,    0,   30,    0,    0,   30, 20240925, 21, 274, aoml/4903562/profiles/D4903562_060.nc
AL172024, 20241031, 1800,  , EX, 39.2N,  41.0W,  55,  977,    0,    0,  180,  120,    0,    0,  120,   90,    0,    0,    0,    0,   70, 20241031, 39, 319, coriolis/4903668/profiles/D4903668_056.nc
