PRES_ADJUSTED,PSAL_ADJUSTED,TEMP_ADJUSTED
5.00000,36.55300,26.09900
10.00000,36.55300,26.10100
15.00000,36.55300,26.10300
20.00000,36.55300,26.10100
25.00000,36.55300,26.09900
30.00000,36.55300,26.09900
35.00000,36.55200,26.08700
40.00000,36.55200,26.07500
45.00000,36.55200,26.07400
50.00000,36.55200,26.07400
55.00000,36.55200,26.07300
60.00000,36.55200,26.07100
65.00000,36.55200,26.06200
70.00000,36.54800,26.00100
75.00000,36.54000,25.89700
80.00000,36.53500,25.82900
85.00000,36.52500,25.79300
90.00000,36.51900,25.75400
95.00000,36.49700,25.63800
100.00000,36.50600,25.57700
105.00000,36.51100,25.50800
110.00000,36.50800,25.43900
115.00000,36.50500,25.28500
120.00000,36.52700,25.04900
125.00000,36.66900,24.95600
130.00000,36.72600,24.69500
135.00000,36.74500,24.44500
140.00000,36.77800,24.23200
145.00000,36.76000,24.01000
150.00000,36.74600,23.75000
155.00000,36.77800,23.60500
160.00000,36.81600,23.53700
165.00000,36.82400,23.41100
170.00000,36.83200,23.15900
175.00000,36.82700,22.98400
180.00000,36.79500,22.70400
185.00000,36.72800,22.26100
190.00000,36.74400,22.09100
195.00000,36.75100,21.89500
200.00000,36.69000,21.52200
220.00000,36.73500,21.00400
240.00000,36.81500,20.73200
260.00000,36.75700,20.15300
280.00000,36.71100,19.68600
300.00000,36.65700,19.24700
320.00000,36.62400,18.94200
340.00000,36.59200,18.66600
360.00000,36.57000,18.44500
380.00000,36.54200,18.19300
400.00000,36.51400,17.98300
450.00000,36.44400,17.54100
500.00000,36.33800,16.92700
550.00000,36.16700,15.98300
600.00000,36.02100,15.12300
650.00000,35.83300,13.97700
700.00000,35.65400,12.78800
750.00000,35.49900,11.65200
800.00000,35.36900,10.65900
850.00000,35.24700,9.68700
900.00000,35.17500,8.96400
950.00000,35.13600,8.15100
1000.00000,35.09600,7.17200
1050.00000,35.08000,6.60900
1100.00000,35.07500,6.22100
1150.00000,35.06900,5.83600
1200.00000,35.05700,5.48200
1250.00000,35.04500,5.19500
1300.00000,35.03500,4.97900
1350.00000,35.02300,4.79000
1400.00000,35.01500,4.62100
1450.00000,35.00700,4.49100
1500.00000,35.00600,4.42600
1550.00000,35.00100,4.33300
1600.00000,34.99900,4.25900
1650.00000,34.99400,4.16900
1700.00000,34.98800,4.08300
1750.00000,,3.88200
1800.00000,34.98400,3.92900
1850.00000,34.98100,3.82800
1900.00000,34.98200,3.78900
