PRES_ADJUSTED,PSAL_ADJUSTED,TEMP_ADJUSTED
3.04000,37.43692,27.33900
4.14000,37.43592,27.33900
6.24000,37.43591,27.32800
8.24000,37.43491,27.31600
10.24000,37.43392,27.31200
12.24000,37.43292,27.28300
14.24000,37.43292,27.27400
16.14000,37.43391,27.27300
18.14000,37.43292,27.26700
20.24000,37.43291,27.26100
22.24000,37.43291,27.26100
24.24000,37.43192,27.25800
26.24000,37.43193,27.25700
28.24000,37.43192,27.25500
30.24000,37.43292,27.25200
32.24000,37.43292,27.25200
34.24000,37.43292,27.25200
36.24000,37.43293,27.25000
38.24000,37.43192,27.24900
40.24000,37.43192,27.24800
42.34000,37.43193,27.24700
44.24000,37.43192,27.24100
46.24000,37.43092,27.22900
48.24000,37.43092,27.21500
50.24000,37.43092,27.19800
52.24000,37.43192,27.15900
54.34000,37.43593,27.03400
56.14000,37.43892,26.88600
58.24000,37.44393,26.77100
60.24000,37.44891,26.66100
62.44000,37.46093,26.44000
64.14000,37.48692,25.85900
66.24000,37.49792,25.40900
68.24000,37.49792,25.18700
70.24000,37.49591,25.05400
72.24000,37.49293,24.98900
74.34000,37.48893,24.88300
76.24000,37.47692,24.65100
78.24000,37.46992,24.40500
80.24000,37.46391,24.29300
82.14000,37.45192,23.95700
84.24000,37.44293,23.69600
86.24000,37.43593,23.54300
88.24000,37.42691,23.25300
90.24000,37.41991,23.04500
92.24000,37.41690,22.97200
94.24000,37.41391,22.93100
96.24000,37.40992,22.84300
98.24000,37.40791,22.77100
100.24000,37.40492,22.72400
102.24000,37.40191,22.69600
104.24000,37.39690,22.66300
106.24000,37.39391,22.57200
108.24000,37.38992,22.47900
110.24000,37.38691,22.42900
112.24000,37.38491,22.40500
114.24000,37.37991,22.32200
116.24000,37.37791,22.24800
118.24000,37.37391,22.19000
120.24000,37.37191,22.16700
122.24000,37.36992,22.13800
124.24000,37.36791,22.11700
126.14000,37.36390,22.08500
128.24001,37.35892,22.03000
130.24001,37.35391,21.98000
132.24001,37.34991,21.93500
134.24001,37.34392,21.88200
136.24001,37.33691,21.80200
138.24001,37.33192,21.77000
140.24001,37.32391,21.69800
142.24001,37.31993,21.66700
144.24001,37.31191,21.61800
146.24001,37.30792,21.59700
148.24001,37.30392,21.56700
150.24001,37.29691,21.51600
152.24001,37.28791,21.46300
154.24001,37.27391,21.37000
156.24001,37.25891,21.26700
158.24001,37.25391,21.23500
160.24001,37.23692,21.14400
162.24001,37.21991,21.04600
164.24001,37.20190,20.94900
166.24001,37.18191,20.85000
168.24001,37.16291,20.75200
170.24001,37.14690,20.67800
172.24001,37.14092,20.65100
174.24001,37.13391,20.61500
176.24001,37.12090,20.55800
178.24001,37.09591,20.44400
180.24001,37.06491,20.29500
182.24001,37.03892,20.16100
184.24001,37.01591,20.05100
186.24001,36.99991,19.97800
188.24001,36.98491,19.92100
190.24001,36.96192,19.80700
192.24001,36.94191,19.72000
194.24001,36.91992,19.60900
196.24001,36.90190,19.52500
198.24001,36.89190,19.49900
200.24001,36.86891,19.38700
202.24001,36.83790,19.23800
204.24001,36.81290,19.12300
206.24001,36.79191,19.01600
208.24001,36.78391,18.97900
210.24001,36.77192,18.92700
212.24001,36.75790,18.86400
214.24001,36.73890,18.77500
216.24001,36.73292,18.74500
218.24001,36.72392,18.70700
220.34001,36.71391,18.65800
222.24001,36.70291,18.61100
224.24001,36.69090,18.53000
226.24001,36.68190,18.46700
228.24001,36.67791,18.44000
230.24001,36.66391,18.37200
232.34001,36.64191,18.27300
234.24001,36.61591,18.17100
236.24001,36.57790,17.99600
238.24001,36.55991,17.91200
240.24001,36.54190,17.83200
242.24001,36.52290,17.74700
244.24001,36.50692,17.65800
246.24001,36.49891,17.61700
248.24001,36.49392,17.58400
250.24001,36.49292,17.57900
252.24001,36.48291,17.52200
254.24001,36.47291,17.46700
256.23999,36.47192,17.46200
258.23999,36.46690,17.42800
260.23999,36.46292,17.40300
262.23999,36.45692,17.36800
264.23999,36.44791,17.32700
