PRES_ADJUSTED,PSAL_ADJUSTED,TEMP_ADJUSTED
6.00000,32.57300,7.53800
7.00000,32.57300,7.53900
8.00000,32.57300,7.54000
9.00000,32.57300,7.54000
10.00000,32.57300,7.54000
11.00000,32.57300,7.54000
12.00000,32.57300,7.53700
13.00000,32.57200,7.53800
14.00000,32.57200,7.53800
15.00000,32.57200,7.53800
16.00000,32.57100,7.53100
17.00000,32.57100,7.53800
18.00000,32.57000,7.52300
19.00000,32.56700,7.50100
20.00000,32.56800,7.43700
25.00000,32.63300,6.85100
35.00000,32.75700,5.84400
46.00000,32.97800,4.19800
56.00000,33.14500,3.40600
65.00000,33.28900,1.89900
76.00000,33.36500,1.31800
86.00000,33.49000,0.73000
96.00000,33.61500,0.70100
105.00000,33.78500,0.84600
115.00000,33.85600,0.87900
125.00000,33.93000,1.01000
136.00000,34.05500,1.35000
145.00000,34.15100,1.58100
156.00000,34.19100,1.70000
166.00000,34.23700,1.82600
176.00000,34.32400,2.11900
185.00000,34.34600,2.14500
196.00000,34.39800,2.49200
213.00000,34.52700,3.29400
238.00000,34.60900,3.36600
263.00000,34.58900,2.90500
288.00000,34.63400,3.07200
313.00000,34.65900,3.14000
338.00000,34.68300,3.18700
363.00000,34.71600,3.26600
388.00000,34.72900,3.27500
413.00000,34.73800,3.30200
438.00000,34.74300,3.31700
463.00000,34.76800,3.43000
488.00000,34.77900,3.46600
513.00000,34.78600,3.48100
538.00000,34.79700,3.49500
563.00000,34.80000,3.48000
588.00000,34.80900,3.51300
613.00000,34.81100,3.49100
638.00000,34.81000,3.46200
663.00000,34.81000,3.45800
688.00000,34.81100,3.45300
713.00000,34.81500,3.45700
738.00000,34.81700,3.45900
763.00000,34.81800,3.45800
788.00000,34.82200,3.47400
813.00000,34.82500,3.49300
838.00000,34.82700,3.50200
863.00000,34.83500,3.54600
888.00000,34.83600,3.55400
913.00000,34.83900,3.56200
938.00000,34.84300,3.58000
963.00000,34.84900,3.60100
989.00000,34.84900,3.58000
1013.00000,34.84800,3.56400
1038.00000,34.84600,3.53800
1063.00000,34.84400,3.51800
1088.00000,34.84500,3.51200
1113.00000,34.84700,3.51400
1138.00000,34.84800,3.51900
1163.00000,34.84800,3.52100
1189.00000,34.84900,3.52200
1213.00000,34.85000,3.52300
1237.00000,34.85000,3.52600
1263.00000,34.85100,3.52700
1288.00000,34.85100,3.52900
1313.00000,34.85200,3.53000
1339.00000,34.85300,3.53100
1363.00000,34.85400,3.53900
1388.00000,34.85600,3.54500
1413.00000,34.85600,3.54900
1438.00000,34.85800,3.55700
1463.00000,34.85900,3.55400
1488.00000,34.85900,3.55100
1513.00000,34.86200,3.55700
1538.00000,34.87400,3.60800
1563.00000,34.91200,3.80600
1588.00000,34.91800,3.82900
1613.00000,34.92500,3.83400
1638.00000,34.92600,3.81800
1663.00000,34.92100,3.74900
1689.00000,34.92000,3.73300
1712.00000,34.91800,3.71000
1738.00000,34.91200,3.65600
1763.00000,34.91100,3.63600
1788.00000,34.91300,3.62300
1812.00000,34.91300,3.59100
1837.00000,34.91200,3.56500
1863.00000,34.91200,3.55100
1887.00000,34.91200,3.54700
1913.00000,34.91300,3.54300
1938.00000,34.91400,3.53800
1963.00000,34.91500,3.52200
1981.00000,34.91600,3.52000
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
