PRES_ADJUSTED,PSAL_ADJUSTED,TEMP_ADJUSTED
3.01000,37.40396,27.31600
4.11000,37.40397,27.31500
6.11000,37.40396,27.31500
8.11000,37.40397,27.31000
10.11000,37.40396,27.30900
12.11000,37.40397,27.31200
14.11000,37.40396,27.31200
16.11000,37.40397,27.30900
18.11000,37.40397,27.30900
20.11000,37.40396,27.30900
22.11000,37.40396,27.30900
24.11000,37.40397,27.30700
26.11000,37.40397,27.30900
28.21000,37.40496,27.30600
30.11000,37.40498,27.30300
32.11000,37.40596,27.30100
34.11000,37.40596,27.29800
36.11000,37.40597,27.29800
38.11000,37.40796,27.29700
40.21000,37.41097,27.29200
42.11000,37.42196,27.26200
44.01000,37.45196,26.94500
46.01000,37.48498,26.62600
48.11000,37.50496,26.47500
50.11000,37.52096,26.33900
52.01000,37.53495,26.21000
54.11000,37.54297,25.91600
56.11000,37.54497,25.61900
58.11000,37.53396,25.34700
60.11000,37.50096,24.95200
62.11000,37.48995,24.88100
64.11000,37.44496,24.50200
66.11000,37.39597,24.09700
68.11000,37.38295,23.97000
70.11000,37.37296,23.80400
72.11000,37.37495,23.71800
74.01000,37.37898,23.59200
76.11000,37.40797,23.40300
78.11000,37.42595,23.33100
80.11000,37.42695,23.32300
82.11000,37.42596,23.30700
84.11000,37.42196,23.28500
86.11000,37.41796,23.26600
88.11000,37.40796,23.21500
90.11000,37.39194,23.08100
92.11000,37.38297,22.95600
94.11000,37.38197,22.80200
96.11000,37.38596,22.75200
98.11000,37.38297,22.70100
100.11000,37.37497,22.60200
102.11000,37.36496,22.50100
104.11000,37.35895,22.44500
106.11000,37.35496,22.42300
108.11000,37.35196,22.40400
110.11000,37.34695,22.36800
112.11000,37.34197,22.33000
114.11000,37.33895,22.29000
116.11000,37.33596,22.22900
118.11000,37.33296,22.18000
120.11000,37.33196,22.13200
122.11000,37.33096,22.12200
124.11000,37.32896,22.09800
126.11000,37.31996,21.99000
128.11000,37.29797,21.79700
130.11000,37.28996,21.75600
132.11000,37.28097,21.71000
134.11000,37.28495,21.71400
136.11000,37.28896,21.71500
138.11000,37.29296,21.72000
140.11000,37.29596,21.72400
142.11000,37.28997,21.68900
144.11000,37.27396,21.60300
146.11000,37.24697,21.48700
148.11000,37.23295,21.44000
150.00999,37.22696,21.40200
152.11000,37.21198,21.31100
154.11000,37.20297,21.22400
156.11000,37.19796,21.19000
158.11000,37.19596,21.17300
160.11000,37.19195,21.15000
162.11000,37.19097,21.14200
164.11000,37.15697,20.94700
166.11000,37.13496,20.84400
168.11000,37.12796,20.81400
170.11000,37.12294,20.79500
172.11000,37.11797,20.78300
174.11000,37.10396,20.73100
176.11000,37.08395,20.64500
178.11000,37.04897,20.48600
180.11000,37.01595,20.32700
182.11000,36.99395,20.20900
184.11000,36.98396,20.16200
186.11000,36.97597,20.11800
188.11000,36.96695,20.07100
190.21001,36.95596,20.01800
192.11000,36.93095,19.89000
194.11000,36.90896,19.77200
196.11000,36.89396,19.69000
198.11000,36.87696,19.60600
200.11000,36.84996,19.47400
202.11000,36.80996,19.25200
204.11000,36.77696,19.09300
206.11000,36.75696,18.98200
208.11000,36.73896,18.88300
210.11000,36.73396,18.86400
212.11000,36.73295,18.85500
214.11000,36.72996,18.84000
216.11000,36.72195,18.80200
218.11000,36.71295,18.75100
220.11000,36.70696,18.72500
222.11000,36.69094,18.63600
224.11000,36.67796,18.56600
226.11000,36.66696,18.50200
228.11000,36.65995,18.47300
230.11000,36.64795,18.41500
232.11000,36.63796,18.35500
234.11000,36.62997,18.31400
236.11000,36.62296,18.27300
238.11000,36.61195,18.21000
240.11000,36.60496,18.17600
242.11000,36.59595,18.13200
244.11000,36.57595,18.01800
246.11000,36.55996,17.92900
248.11000,36.55696,17.91700
250.11000,36.55198,17.89100
252.11000,36.54495,17.85400
254.11000,36.53497,17.78800
256.10999,36.52898,17.75400
258.10999,36.52498,17.73200
260.10999,36.51896,17.69700
262.10999,36.51596,17.68800
264.10999,36.51096,17.65700
266.10999,36.50496,17.62000
268.10999,36.50096,17.60000
270.10999,36.49896,17.59600
272.10999,36.49296,17.55800
274.10999,36.48395,17.50100
276.10999,36.48196,17.49500
278.10999,36.47696,17.46700
280.10999,36.47095,17.43000
282.10999,36.46695,17.40300
284.10999,36.46496,17.39100
286.10999,36.46295,17.38800
288.10999,36.45795,17.35900
290.10999,36.43796,17.23200
292.10999,36.43497,17.21900
294.10999,36.43097,17.19700
296.10999,36.42296,17.15100
298.10999,36.41895,17.12800
300.10999,36.41296,17.09300
302.10999,36.40897,17.07700
304.10999,36.39595,16.99400
306.10999,36.39096,16.96700
308.10999,36.38695,16.94900
310.10999,36.37395,16.87500
312.10999,36.36996,16.85200
314.10999,36.36496,16.82800
316.10999,36.35896,16.79700
318.10999,36.35196,16.75800
320.10999,36.34396,16.70900
322.10999,36.33395,16.65000
324.10999,36.32995,16.62600
326.10999,36.32795,16.61700
328.10999,36.32495,16.60700
330.10999,36.31695,16.55600
332.10999,36.30796,16.50700
334.10999,36.30096,16.46100
336.10999,36.29295,16.41900
338.10999,36.28996,16.40400
340.10999,36.28896,16.39600
342.10999,36.28595,16.38000
344.10999,36.28096,16.35100
346.10999,36.27795,16.33900
348.10999,36.27096,16.30200
350.10999,36.26095,16.23600
352.10999,36.25597,16.21400
354.10999,36.25296,16.19900
356.10999,36.24596,16.15500
358.10999,36.23896,16.11100
360.10999,36.23195,16.07000
362.10999,36.22797,16.04800
364.10999,36.22496,16.03300
366.10999,36.22296,16.02000
368.10999,36.21696,15.98800
370.10999,36.20496,15.92100
372.10999,36.19597,15.86600
374.10999,36.19196,15.84200
376.10999,36.18596,15.81200
378.10999,36.17295,15.73000
380.10999,36.16096,15.65700
382.10999,36.15697,15.63500
384.10999,36.14896,15.58700
386.10999,36.14096,15.54000
388.10999,36.13396,15.49900
390.10999,36.12595,15.45600
392.10999,36.11796,15.40400
394.10999,36.10596,15.33000
396.10999,36.09595,15.27000
398.10999,36.08096,15.17400
400.10999,36.07595,15.14400
402.10999,36.07296,15.12400
404.10999,36.06895,15.10500
406.10999,36.06297,15.06800
408.10999,36.05894,15.03600
410.10999,36.05096,14.99400
412.10999,36.04695,14.96300
414.10999,36.04095,14.93100
416.10999,36.03296,14.87900
418.10999,36.02396,14.82300
420.10999,36.02196,14.81400
422.10999,36.02196,14.81200
424.10999,36.01996,14.80300
426.10999,36.01795,14.78400
428.10999,36.01596,14.77100
430.10999,36.01397,14.75600
432.10999,36.01295,14.75000
434.10999,36.01196,14.74100
436.10999,36.00996,14.73100
438.10999,36.00695,14.71600
440.10999,36.00196,14.68400
442.10999,35.99595,14.64600
444.10999,35.99296,14.62600
446.10999,35.99096,14.61900
448.10999,35.98895,14.60600
450.10999,35.98295,14.56100
452.10999,35.97795,14.53200
454.10999,35.97596,14.51400
456.10999,35.97295,14.50000
458.10999,35.96996,14.47900
460.10999,35.96496,14.44900
462.10999,35.96196,14.42200
464.10999,35.95996,14.41300
466.10999,35.95795,14.39500
468.10999,35.95296,14.36200
470.10999,35.94997,14.34200
472.10999,35.94796,14.32600
474.10999,35.94696,14.32200
476.10999,35.94496,14.31100
478.10999,35.94296,14.29700
480.10999,35.93995,14.28000
482.10999,35.93695,14.26100
484.10999,35.93394,14.24100
486.10999,35.92896,14.20500
488.10999,35.92395,14.17200
490.10999,35.91796,14.13100
492.10999,35.91295,14.10200
494.10999,35.90495,14.03600
496.10999,35.89995,14.00400
498.10999,35.89396,13.97400
500.10999,35.88496,13.90900
502.10999,35.87795,13.85700
504.10999,35.87095,13.80200
506.10999,35.86396,13.75400
508.10999,35.85896,13.71300
510.10999,35.85594,13.69100
512.10999,35.85294,13.67700
514.10999,35.85096,13.66100
516.10999,35.84695,13.63900
518.10999,35.83995,13.58300
520.10999,35.83595,13.55400
522.10999,35.83294,13.54100
524.10999,35.82296,13.46100
526.10999,35.81395,13.39500
528.10999,35.81196,13.38100
530.10999,35.80595,13.34600
532.10999,35.79695,13.27300
534.10999,35.78996,13.22600
536.10999,35.78596,13.19500
538.10999,35.78296,13.17300
540.10999,35.77795,13.14000
542.10999,35.77496,13.11500
544.10999,35.76895,13.07300
546.10999,35.76196,13.02000
548.10999,35.75396,12.95500
550.10999,35.74994,12.92200
