PRES_ADJUSTED,PSAL_ADJUSTED,TEMP_ADJUSTED
4.20000,35.48300,28.51000
6.00000,35.50100,28.53000
7.90000,35.57900,28.53500
10.00000,35.69000,28.48000
12.10000,35.71400,28.44000
14.00000,35.70100,28.38700
16.00000,35.66800,28.24100
18.50000,35.66100,27.90500
20.10000,35.65500,27.32000
21.50000,35.65600,26.61600
24.10000,35.69700,24.99200
25.30000,35.70600,21.15300
28.40000,35.68500,19.43700
29.80000,35.67700,18.98900
31.90000,35.66800,18.01500
34.00000,35.64900,17.50700
36.00000,35.64500,17.11900
38.00000,35.63800,16.86400
40.00000,35.62800,16.61600
42.00000,35.62200,16.40200
44.00000,35.61500,16.24900
46.00000,35.60900,16.13900
48.00000,35.60300,16.08000
50.00000,35.59300,15.95300
52.00000,35.58500,15.84200
54.00000,35.57500,15.69800
55.90000,35.57000,15.61800
58.00000,35.56100,15.45400
60.00000,35.55400,15.36300
62.00000,35.55000,15.31900
64.00000,35.54300,15.23500
66.00000,35.53900,15.20300
68.00000,35.53500,15.15700
70.00000,35.53000,15.08100
72.00000,35.52700,15.03100
74.00000,35.52500,15.01500
76.00000,35.52200,14.97900
78.00000,35.51800,14.93500
80.00000,35.51300,14.86900
82.00000,35.50600,14.80400
84.00000,35.49600,14.70000
86.00000,35.48700,14.59800
88.00000,35.48000,14.51900
90.00000,35.47600,14.47900
92.00000,35.47200,14.44000
94.00000,35.46400,14.36000
96.00000,35.45800,14.31200
98.00000,35.45200,14.24500
100.00000,35.44600,14.19600
102.00000,35.44400,14.17200
104.00000,35.44000,14.12900
106.00000,35.43500,14.08400
108.00000,35.43100,14.04500
110.00000,35.42400,13.99200
112.00000,35.41800,13.94900
114.00000,35.41300,13.89700
116.00000,35.40900,13.85000
118.00000,35.40500,13.81100
120.00000,35.40200,13.78600
122.00000,35.39500,13.73000
124.00000,35.39100,13.69600
126.00000,35.38700,13.66900
128.00000,35.38200,13.62500
130.00000,35.37800,13.59000
132.00000,35.37400,13.55300
134.00000,35.36700,13.49300
136.00000,35.36400,13.46500
138.00000,35.36000,13.42700
140.00000,35.35700,13.40200
142.00000,35.35300,13.37200
144.00000,35.34900,13.32700
146.00000,35.34700,13.31000
148.00000,35.34600,13.30400
150.00000,35.34500,13.29300
152.00000,35.34300,13.28100
154.00000,35.33800,13.24300
156.00000,35.33200,13.19800
158.00000,35.32900,13.16300
160.00000,35.32500,13.13400
162.00000,35.32100,13.10800
164.00000,35.31800,13.08200
166.00000,35.31600,13.06900
168.00000,35.31300,13.04500
170.00000,35.31100,13.02200
172.00000,35.31000,13.01100
174.00000,35.30900,13.00400
176.00000,35.30600,12.98400
178.00000,35.30400,12.96400
180.00000,35.30100,12.93300
182.00000,35.29700,12.89500
184.00000,35.29600,12.87800
186.00000,35.29600,12.86800
188.00000,35.29200,12.84600
190.00000,35.29000,12.82500
192.00000,35.29000,12.80900
194.00000,35.28700,12.77200
196.00000,35.28300,12.73900
198.00000,35.28200,12.73300
200.00000,35.28400,12.72200
202.00000,35.28200,12.70100
204.00000,35.27800,12.67200
206.00000,35.27400,12.64500
208.00000,35.27500,12.62300
210.00000,35.27700,12.61600
212.00000,35.27700,12.60700
214.00000,35.27500,12.57900
216.00000,35.27300,12.54500
218.00000,35.27100,12.51700
220.00000,35.26500,12.47200
222.00000,35.26000,12.44400
224.00000,35.25800,12.43100
225.89999,35.25800,12.41500
228.00000,35.25700,12.39900
230.00000,35.25900,12.40400
232.00000,35.26700,12.41800
234.00000,35.26600,12.40600
236.00000,35.26400,12.38700
238.00000,35.26300,12.38100
240.00000,35.26200,12.37600
242.00000,35.26100,12.36600
244.00000,35.25900,12.34400
246.00000,35.25500,12.30700
248.00000,35.25400,12.28700
250.00000,35.25500,12.28000
252.00000,35.25400,12.26800
254.00000,35.25200,12.25400
256.00000,35.25000,12.23400
258.00000,35.24900,12.22000
260.00000,35.24900,12.20800
262.00000,35.25100,12.19200
264.00000,35.25100,12.18100
266.00000,35.25000,12.17200
268.00000,35.25200,12.14800
270.00000,35.26200,12.14000
272.00000,35.26500,12.14500
274.00000,35.26700,12.13300
276.00000,35.26500,12.12400
278.00000,35.26500,12.11500
280.00000,35.26200,12.06600
282.00000,35.26300,12.04700
284.00000,35.26600,12.03300
286.00000,35.26500,12.01000
288.00000,35.27100,12.00200
290.00000,35.27300,11.96800
292.00000,35.27400,11.94800
294.00000,35.27900,11.94700
296.00000,35.28000,11.94200
298.00000,35.28000,11.93400
300.00000,35.28100,11.92100
302.00000,35.29400,11.94000
304.00000,35.29900,11.94800
306.00000,35.30100,11.94800
308.00000,35.30500,11.93700
