PRES_ADJUSTED,PSAL_ADJUSTED,TEMP_ADJUSTED
2.88000,37.43702,27.71700
3.98000,37.44402,27.66700
5.98000,37.44401,27.49900
7.98000,37.44901,27.47300
9.98000,37.45401,27.46500
11.98000,37.48500,27.45100
13.98000,37.53900,27.48400
15.98000,37.56602,27.51400
17.98000,37.60400,27.54500
19.98000,37.61200,27.53200
21.98000,37.61501,27.53600
23.98000,37.61601,27.52600
25.98000,37.61301,27.51300
28.08000,37.61200,27.49600
29.98000,37.61201,27.48600
31.98000,37.61001,27.47300
33.98000,37.60900,27.45800
35.98000,37.60601,27.43500
37.98000,37.60202,27.42200
39.98000,37.59502,27.39200
42.08000,37.58801,27.31800
43.98000,37.59501,27.22800
45.98000,37.61801,27.17800
48.18000,37.62701,27.15300
49.88000,37.62001,26.97900
51.98000,37.61401,26.75700
53.88000,37.62401,26.63700
55.98000,37.59400,26.17000
58.58000,37.56902,25.74800
59.38000,37.54800,25.50000
61.98000,37.48002,24.69500
63.98000,37.45201,24.49400
65.98000,37.41901,24.22200
67.98000,37.41500,24.09000
69.98000,37.40900,23.95200
71.98000,37.40900,23.88000
73.98000,37.41701,23.81500
75.98000,37.45400,23.80600
77.98000,37.46000,23.71400
79.98000,37.45801,23.69800
81.98000,37.46100,23.58600
83.98000,37.46101,23.53100
85.98000,37.46101,23.51600
87.98000,37.46000,23.49800
89.98000,37.45900,23.47600
91.98000,37.45801,23.45400
93.98000,37.45602,23.38900
95.98000,37.45102,23.28200
97.98000,37.45000,23.22400
99.98000,37.44501,23.16100
101.98000,37.44301,23.10700
103.98000,37.43900,23.04900
105.98000,37.42200,22.90500
107.98000,37.40702,22.76400
109.98000,37.40201,22.69900
111.98000,37.39201,22.61100
113.98000,37.39302,22.55800
115.98000,37.39201,22.52100
117.98000,37.37801,22.42400
119.98000,37.36401,22.34100
121.98000,37.35501,22.28300
123.98000,37.35001,22.22600
125.98000,37.34401,22.17300
127.98000,37.33801,22.11600
129.98000,37.32901,21.98700
131.98000,37.32301,21.93400
133.98000,37.31899,21.89400
135.98000,37.31301,21.85900
137.98000,37.29801,21.76600
139.98000,37.28302,21.68800
141.98000,37.27301,21.64200
143.98000,37.25401,21.55200
