PRES_ADJUSTED,PSAL_ADJUSTED,TEMP_ADJUSTED
5.00000,36.50701,27.62700
10.00000,36.50699,27.62600
15.00000,36.50608,27.62700
20.00000,36.50510,27.62200
25.00000,36.50409,27.61500
30.00000,36.50443,27.61000
35.00000,36.50354,27.58000
40.00000,36.49994,27.54300
45.00000,36.51358,27.54800
50.00000,36.58794,26.41200
55.00000,36.68154,24.55400
60.00000,36.67139,24.07200
65.00000,36.65671,23.46700
70.00000,36.66019,23.11300
75.00000,36.63944,22.71700
80.00000,36.65422,22.38900
85.00000,36.63291,22.05800
90.00000,36.62871,21.88400
95.00000,36.64565,21.78600
100.00000,36.62869,21.55500
105.00000,36.59760,21.19700
110.00000,36.58910,20.98600
115.00000,36.56783,20.73400
120.00000,36.58029,20.51100
125.00000,36.61219,20.44100
130.00000,36.63940,20.36900
135.00000,36.62597,20.20900
140.00000,36.62880,20.09400
145.00000,36.58098,19.85500
150.00000,36.56082,19.74800
155.00000,36.57167,19.70300
160.00000,36.55476,19.59500
165.00000,36.57463,19.56300
170.00000,36.60694,19.58600
175.00000,36.60376,19.51600
180.00000,36.61002,19.47300
185.00000,36.60297,19.34900
190.00000,36.59006,19.23000
195.00000,36.59868,19.17100
200.00000,36.60032,19.12900
220.00000,36.56882,18.79500
240.00000,36.56756,18.60800
260.00000,36.56340,18.47800
280.00000,36.56047,18.38300
300.00000,36.55866,18.27200
320.00000,36.54240,18.10900
340.00000,36.54050,18.01600
360.00000,36.52371,17.89400
380.00000,36.49679,17.72400
400.00000,36.46587,17.54100
450.00000,36.37140,17.02800
500.00000,36.21875,16.21100
550.00000,36.04163,15.18600
600.00000,35.88994,14.25100
650.00000,35.72984,13.20700
700.00000,35.58821,12.21800
750.00000,35.43127,11.00000
800.00000,35.29108,9.78800
850.00000,35.18275,8.68700
900.00000,35.10115,7.76400
950.00000,35.07597,7.17800
1000.00000,35.06866,6.68900
1050.00000,35.06866,6.35000
1100.00000,35.07454,6.01200
1150.00000,35.07547,5.74400
1200.00000,35.07106,5.50000
